MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3,_ROUTE_FAMILY,_FORM_FIRST,_FORM_GROUP
Remifentanil,Inj.:,2 mg Lyophilized powder Vial (IV infusion) ,N01AH06 ,,,,STREPTOKINASE,STREPTOKINASE,REMIFENTANIL,REMIFENTANIL,INJ.,['2.0MG'],['VIAL'],['2.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Retinol/Vitamin A,Oral:,"10,000 IU (as Palmitate) Soft gel capsule *Primary Health Care",A11CA01,,,,STREPTOKINASE,STREPTOKINASE,RETINOL/VITAMIN A,RETINOL/VITAMIN A,PO,['0.0IU'],"['CAPSULE', 'GEL']","['0.0IU']|['CAPSULE', 'GEL']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Retinol/Vitamin A,Oral:,"25,000 IU (as Palmitate) Soft gel capsule *Primary Health Care",A11CA01,,,,STREPTOKINASE,STREPTOKINASE,RETINOL/VITAMIN A,RETINOL/VITAMIN A,PO,['0.0IU'],"['CAPSULE', 'GEL']","['0.0IU']|['CAPSULE', 'GEL']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Retinol/Vitamin A,Oral:,"50,000 IU (as Palmitate) Soft gel capsule *Primary Health Care",A11CA01,,,,STREPTOKINASE,STREPTOKINASE,RETINOL/VITAMIN A,RETINOL/VITAMIN A,PO,['0.0IU'],"['CAPSULE', 'GEL']","['0.0IU']|['CAPSULE', 'GEL']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Retinol/Vitamin A,Oral:,"100,000 IU (as Palmitate) Soft gel capsule with nipple (Only for DOH program) *Primary Health Care",A11CA01,,,,STREPTOKINASE,STREPTOKINASE,RETINOL/VITAMIN A,RETINOL/VITAMIN A,PO,['0.0IU'],"['CAPSULE', 'GEL']","['0.0IU']|['CAPSULE', 'GEL']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Retinol/Vitamin A,Oral:,"200,000 IU (as Palmitate) Soft gel capsule with nipple (Only for DOH program) *Primary Health Care",A11CA01,,,,STREPTOKINASE,STREPTOKINASE,RETINOL/VITAMIN A,RETINOL/VITAMIN A,PO,['0.0IU'],"['CAPSULE', 'GEL']","['0.0IU']|['CAPSULE', 'GEL']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Ribavirin,Oral:,200 mg Tablet ,J05AP01 ,,,,STREPTOKINASE,STREPTOKINASE,RIBAVIRIN,RIBAVIRIN,PO,['200.0MG'],['TABLET'],['200.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ribavirin,Oral:,500 mg Tablet ,J05AP01 ,,,,STREPTOKINASE,STREPTOKINASE,RIBAVIRIN,RIBAVIRIN,PO,['500.0MG'],['TABLET'],['500.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ribavirin,Oral:,600 mg Tablet ,J05AP01 ,,,,STREPTOKINASE,STREPTOKINASE,RIBAVIRIN,RIBAVIRIN,PO,['600.0MG'],['TABLET'],['600.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rifabutin,Oral:,"150 mg Capsule (For HIV/AIDS patient on concomitant protease inhibitor therapy, in lieu of rifampicin) ",J04AB04 ,,,,STREPTOKINASE,STREPTOKINASE,RIFABUTIN,RIFABUTIN,PO,['150.0MG'],['CAPSULE'],['150.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Rifampicin,Oral:,300 mg Tablet/Capsule *Primary Health Care,J04AB02 ,,,,STREPTOKINASE,STREPTOKINASE,RIFAMPICIN,RIFAMPICIN,PO,['300.0MG'],"['CAPSULE', 'TABLET']","['300.0MG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Rifampicin,Oral:,450 mg Tablet/Capsule *Primary Health Care,J04AB02 ,,,,STREPTOKINASE,STREPTOKINASE,RIFAMPICIN,RIFAMPICIN,PO,['450.0MG'],"['CAPSULE', 'TABLET']","['450.0MG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Rifampicin,Oral:,600 mg Tablet/Capsule *Primary Health Care,J04AB02 ,,,,STREPTOKINASE,STREPTOKINASE,RIFAMPICIN,RIFAMPICIN,PO,['600.0MG'],"['CAPSULE', 'TABLET']","['600.0MG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Rifampicin,Oral:,200 mg/5 mL Suspension in 120 mL *Primary Health Care,J04AB02 ,,,,STREPTOKINASE,STREPTOKINASE,RIFAMPICIN,RIFAMPICIN,PO,"['200.0MG/5ML', '200.0MG']",['SUSPENSION'],"['200.0MG/5ML', '200.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Rifapentine,Oral:,150 mg Film-coated tablet ,J04AB05 ,,,,STREPTOKINASE,STREPTOKINASE,RIFAPENTINE,RIFAPENTINE,PO,['150.0MG'],['TABLET'],['150.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rifaximin,Oral:,200 mg Tablet ,A07AA11 ,,,,STREPTOKINASE,STREPTOKINASE,RIFAXIMIN,RIFAXIMIN,PO,['200.0MG'],['TABLET'],['200.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rilpivirine,Oral:,25 mg (as Hydrochloride) Tablet ,J05AG05 ,,,,STREPTOKINASE,STREPTOKINASE,RILPIVIRINE,RILPIVIRINE,PO,['25.0MG'],['TABLET'],['25.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,1 mg Tablet *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,['1.0MG'],['TABLET'],['1.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,2 mg Tablet *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,['2.0MG'],['TABLET'],['2.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,3 mg Tablet *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,['3.0MG'],['TABLET'],['3.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,4 mg Tablet *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,['4.0MG'],['TABLET'],['4.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,1 mg Orodispersible tablet (ODT) *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,['1.0MG'],['TABLET'],['1.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,2 mg Orodispersible tablet (ODT) *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,['2.0MG'],['TABLET'],['2.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Risperidone,Oral:,1 mg/mL Oral Solution in 100 mL *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,PO,"['1.0MG/1ML', '1.0MG']",['SOLUTION'],"['1.0MG/1ML', '1.0MG']|['SOLUTION']|PO",ENTERAL,SOLUTION,LIQUID_ORAL
Risperidone,Inj.:,25 mg Modified Release (MR) Powder for suspension Vial + 2 mL diluent in pre-filled syringe (IM) *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,INJ.,['25.0MG'],"['PRE-FILLED SYRINGE', 'VIAL', 'SUSPENSION']","['25.0MG']|['PRE-FILLED SYRINGE', 'VIAL', 'SUSPENSION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Risperidone,Inj.:,37.5 mg Modified Release (MR) Powder for suspension Vial + 2 mL diluent in pre-filled syringe (IM) *Primary Health Care,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,INJ.,['37.5MG'],"['PRE-FILLED SYRINGE', 'VIAL', 'SUSPENSION']","['37.5MG']|['PRE-FILLED SYRINGE', 'VIAL', 'SUSPENSION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Risperidone,Inj.:,50 mg Polonged Release (PR) suspension for injection + 2 mL diluent (IM)(This should not be administered to patients with dementia-related psychoses because of high risk of cardiovascular and infectiious related deaths.) ,N05AX08 ,,,,STREPTOKINASE,STREPTOKINASE,RISPERIDONE,RISPERIDONE,INJ.,['50.0MG'],['SUSPENSION'],['50.0MG']|['SUSPENSION']|INJ.,INJ.,SUSPENSION,LIQUID_ORAL
Rituximab,Inj.:,10 mg/mL in 10 mL Vial (IV) ,L01FA01 ,,,,STREPTOKINASE,STREPTOKINASE,RITUXIMAB,RITUXIMAB,INJ.,"['10.0MG/1ML', '10.0MG']",['VIAL'],"['10.0MG/1ML', '10.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Rituximab,Inj.:,10 mg/mL in 50 mL Vial (IV) ,L01FA01 ,,,,STREPTOKINASE,STREPTOKINASE,RITUXIMAB,RITUXIMAB,INJ.,"['10.0MG/1ML', '10.0MG']",['VIAL'],"['10.0MG/1ML', '10.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Rivaroxaban,Oral:,15 mg Film-coated tablet ,B01AF01 ,,,,STREPTOKINASE,STREPTOKINASE,RIVAROXABAN,RIVAROXABAN,PO,['15.0MG'],['TABLET'],['15.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rivaroxaban,Oral:,20 mg Film-coated tablet ,B01AF01 ,,,,STREPTOKINASE,STREPTOKINASE,RIVAROXABAN,RIVAROXABAN,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rivastigmine,Oral:,1.5 mg (as Hydrogen tartrate) Capsule ,N06DA03 ,,,,STREPTOKINASE,STREPTOKINASE,RIVASTIGMINE,RIVASTIGMINE,PO,['1.5MG'],['CAPSULE'],['1.5MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Rivastigmine,Oral:,3 mg (as Hydrogen tartrate) Capsule ,N06DA03 ,,,,STREPTOKINASE,STREPTOKINASE,RIVASTIGMINE,RIVASTIGMINE,PO,['3.0MG'],['CAPSULE'],['3.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Rivastigmine,Oral:,6 mg (as Hydrogen tartrate) Capsule ,N06DA03 ,,,,STREPTOKINASE,STREPTOKINASE,RIVASTIGMINE,RIVASTIGMINE,PO,['6.0MG'],['CAPSULE'],['6.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Rocuronium,Inj.:,10 mg/mL (as Bromide) in 5 mL Ampul/Vial (IV) ,M03AC09 ,,,,STREPTOKINASE,STREPTOKINASE,ROCURONIUM,ROCURONIUM,INJ.,"['10.0MG/1ML', '10.0MG']","['AMPUL', 'VIAL']","['10.0MG/1ML', '10.0MG']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Ropivacaine,Inj.:,10 mg/mL (as Hydrochloride) in 10 mL Ampul (IV) ,N01BB09 ,,,,STREPTOKINASE,STREPTOKINASE,ROPIVACAINE,ROPIVACAINE,INJ.,"['10.0MG/1ML', '10.0MG']",['AMPUL'],"['10.0MG/1ML', '10.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Rosuvastatin,Oral:,10 mg (as Calcium) Tablet *Primary Health Care,C10AA07 ,,,,STREPTOKINASE,STREPTOKINASE,ROSUVASTATIN,ROSUVASTATIN,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rosuvastatin,Oral:,20 mg (as Calcium) Tablet *Primary Health Care,C10AA07 ,,,,STREPTOKINASE,STREPTOKINASE,ROSUVASTATIN,ROSUVASTATIN,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Rotavirus Vaccine,Oral:,"1.5 mL Suspension in Pre-filled glass syringe 

Contains:
Monovalent G1P[8] strain, Live, attenuated, containing NLT 10^6.0 cell culture infectious dose ",J07BH01,,,,STREPTOKINASE,STREPTOKINASE,ROTAVIRUS VACCINE,ROTAVIRUS VACCINE,PO,[],['SUSPENSION'],[]|['SUSPENSION']|PO,ENTERAL,SUSPENSION,LIQUID_ORAL
Rotavirus Vaccine,Oral:,"1.5 mL Suspension in 3 mL ready-to-use plastic tube (sterile polyethylene squeezable tube with nozzle fitted with a tip seal and a tube cap (polypropylene)) 

Contains:
Monovalent G1P[8] strain, Live, attenuated, containing NLT 10^6.0 cell culture infectious dose ",J07BH01,,,,STREPTOKINASE,STREPTOKINASE,ROTAVIRUS VACCINE,ROTAVIRUS VACCINE,PO,[],"['CAPSULE', 'SUSPENSION']","[]|['CAPSULE', 'SUSPENSION']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Rotavirus Vaccine,Oral:,"2 mL Solution in 2 mL single dose ready-to-use plastic tube (single dose plastic dosing tube in individual foil pouch per box) 

Contains:
Pentavalent G1, G2, G3, G4, and P1A[8] strains, live, attenuated, containing live reassortant rotaviruses - G1, G2, G3, G4 and P1A[8] with a minimum of 2.0-2.8 x 10^6 infectious units (IU) per reassortant dose ",J07BH01,,,,STREPTOKINASE,STREPTOKINASE,ROTAVIRUS VACCINE,ROTAVIRUS VACCINE,PO,[],['SOLUTION'],[]|['SOLUTION']|PO,ENTERAL,SOLUTION,LIQUID_ORAL
Sacubitril + Valsartan,Oral:,24.3 mg + 25.7 mg Tablet (Restricted use for acute hypertensive emergencies in patients less than 18 years old with extreme caution due to rapid and prolonged fall in blood pressure) ,C09DX04 ,,,,STREPTOKINASE,STREPTOKINASE,SACUBITRIL + VALSARTAN,SACUBITRIL + VALSARTAN,PO,"['24.3MG', '25.7MG']",['TABLET'],"['24.3MG', '25.7MG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Sacubitril + Valsartan,Oral:,"48.6 ,g + 51.4 mg Tablet (Restricted use for acute hypertensive emergencies in patients less than 18 years old with extreme caution due to rapid and prolonged fall in blood pressure) ",C09DX04 ,,,,STREPTOKINASE,STREPTOKINASE,SACUBITRIL + VALSARTAN,SACUBITRIL + VALSARTAN,PO,['51.4MG'],['TABLET'],['51.4MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sacubitril + Valsartan,Oral:,97.2 mg + 102.8 mg Tablet (Restricted use for acute hypertensive emergencies in patients less than 18 years old with extreme caution due to rapid and prolonged fall in blood pressure) ,C09DX04 ,,,,STREPTOKINASE,STREPTOKINASE,SACUBITRIL + VALSARTAN,SACUBITRIL + VALSARTAN,PO,"['97.2MG', '102.8MG']",['TABLET'],"['97.2MG', '102.8MG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Salbutamol,Oral:,2 mg/5 mL (as Sulfate) Syrup in 60 mL *Primary Health Care,R03AC02 ,,,,STREPTOKINASE,STREPTOKINASE,SALBUTAMOL,SALBUTAMOL,PO,"['2.0MG/5ML', '2.0MG']",['SYRUP'],"['2.0MG/5ML', '2.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Salbutamol,Inhalation:,200 mcg/dose (as Sulfate) DPI with appropriate accompanying dispenser ,R03AC02 ,,,,STREPTOKINASE,STREPTOKINASE,SALBUTAMOL,SALBUTAMOL,INH,"['200.0MCG', '200.0MCG/DOSE']",['UNSPECIFIED'],"['200.0MCG', '200.0MCG/DOSE']|['UNSPECIFIED']|INH",RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Salbutamol,Inhalation:,"100 mcg/dose (as Sulfate) x 200 actuations, MDI *Primary Health Care",R03AC02 ,,,,STREPTOKINASE,STREPTOKINASE,SALBUTAMOL,SALBUTAMOL,INH,"['100.0MCG', '100.0MCG/DOSE']",['UNSPECIFIED'],"['100.0MCG', '100.0MCG/DOSE']|['UNSPECIFIED']|INH",RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Salbutamol,Inhalation:,"100 mcg/dose (as Sulfate) x 200 actuations, Breath actuated MDI *Primary Health Care",R03AC02 ,,,,STREPTOKINASE,STREPTOKINASE,SALBUTAMOL,SALBUTAMOL,INH,"['100.0MCG', '100.0MCG/DOSE']",['UNSPECIFIED'],"['100.0MCG', '100.0MCG/DOSE']|['UNSPECIFIED']|INH",RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Salbutamol,Inhalation:,1 mg/mL (as Sulfate) Respiratory solution in 2.5 mL Unit dose (For nebulization) *Primary Health Care,R03AC02 ,,,,STREPTOKINASE,STREPTOKINASE,SALBUTAMOL,SALBUTAMOL,INH,"['1.0MG/1ML', '1.0MG']",['SOLUTION'],"['1.0MG/1ML', '1.0MG']|['SOLUTION']|INH",RESPIRATORY,SOLUTION,LIQUID_ORAL
Salbutamol,Inhalation:,2 mg/mL (as Sulfate) Respiratory solution in 2.5 mL Unit dose (For nebulization) *Primary Health Care,R03AC02 ,,,,STREPTOKINASE,STREPTOKINASE,SALBUTAMOL,SALBUTAMOL,INH,"['2.0MG/1ML', '2.0MG']",['SOLUTION'],"['2.0MG/1ML', '2.0MG']|['SOLUTION']|INH",RESPIRATORY,SOLUTION,LIQUID_ORAL
Salicylic Acid,Topical:,5% Solution in 30 mL ,D01AE12 ,,,,STREPTOKINASE,STREPTOKINASE,SALICYLIC ACID,SALICYLIC ACID,TOP,[],['SOLUTION'],[]|['SOLUTION']|TOP,TOPICAL,SOLUTION,LIQUID_ORAL
Salicylic Acid,Topical:,5% Solution in 60 mL ,D01AE12 ,,,,STREPTOKINASE,STREPTOKINASE,SALICYLIC ACID,SALICYLIC ACID,TOP,[],['SOLUTION'],[]|['SOLUTION']|TOP,TOPICAL,SOLUTION,LIQUID_ORAL
Sambong (Blumea balsamifera),Oral:,250 mg Tablet (Fam. Compositae) ,Not Available,,,,STREPTOKINASE,STREPTOKINASE,SAMBONG (BLUMEA BALSAMIFERA),SAMBONG (BLUMEA BALSAMIFERA),PO,['250.0MG'],['TABLET'],['250.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sambong (Blumea balsamifera),Oral:,500 mg Tablet (Fam. Compositae) ,Not Available,,,,STREPTOKINASE,STREPTOKINASE,SAMBONG (BLUMEA BALSAMIFERA),SAMBONG (BLUMEA BALSAMIFERA),PO,['500.0MG'],['TABLET'],['500.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Selegiline,Oral:,5 mg (as Hydrochloride) Tablet ,N04BD01 ,,,,STREPTOKINASE,STREPTOKINASE,SELEGILINE,SELEGILINE,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Selenium,Topical:,2.5% (as Sulfide) Lotion in 100 mL ,D01AE13 ,,,,STREPTOKINASE,STREPTOKINASE,SELENIUM,SELENIUM,TOP,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|TOP,TOPICAL,UNSPECIFIED,UNSPECIFIED
Sertraline,Oral:,50 mg (as Hydrochloride) Tablet *Primary Health Care,N06AB06 ,,,,STREPTOKINASE,STREPTOKINASE,SERTRALINE,SERTRALINE,PO,['50.0MG'],['TABLET'],['50.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sevelamer,Oral:,800 mg (as Carbonate) Tablet ,V03AE02 ,,,,STREPTOKINASE,STREPTOKINASE,SEVELAMER,SEVELAMER,PO,['800.0MG'],['TABLET'],['800.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sevelamer,Oral:,800 mg (as Carbonate) Powder for suspension ,V03AE02 ,,,,STREPTOKINASE,STREPTOKINASE,SEVELAMER,SEVELAMER,PO,['800.0MG'],['SUSPENSION'],['800.0MG']|['SUSPENSION']|PO,ENTERAL,SUSPENSION,LIQUID_ORAL
Sevoflurane,Inhalation:,in 250 mL Bottle ,N01AB08,,,,STREPTOKINASE,STREPTOKINASE,SEVOFLURANE,SEVOFLURANE,INH,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INH,RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Silver Sulfadiazine,Topical:,1% Cream in 15 g Tube *Primary Health Care,D06BA01 ,,,,STREPTOKINASE,STREPTOKINASE,SILVER SULFADIAZINE,SILVER SULFADIAZINE,TOP,['15.0G'],['CREAM'],['15.0G']|['CREAM']|TOP,TOPICAL,CREAM,TOPICAL_SEMISOLID
Silver Sulfadiazine,Topical:,1% Cream in 25 g Tube *Primary Health Care,D06BA01 ,,,,STREPTOKINASE,STREPTOKINASE,SILVER SULFADIAZINE,SILVER SULFADIAZINE,TOP,['25.0G'],['CREAM'],['25.0G']|['CREAM']|TOP,TOPICAL,CREAM,TOPICAL_SEMISOLID
Silver Sulfadiazine,Topical:,Cream in 500 g Jar (Micronized) *Primary Health Care,D06BA01 ,,,,STREPTOKINASE,STREPTOKINASE,SILVER SULFADIAZINE,SILVER SULFADIAZINE,TOP,['500.0G'],['CREAM'],['500.0G']|['CREAM']|TOP,TOPICAL,CREAM,TOPICAL_SEMISOLID
Simvastatin,Oral:,20 mg Tablet *Primary Health Care,C10AA01 ,,,,STREPTOKINASE,STREPTOKINASE,SIMVASTATIN,SIMVASTATIN,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Simvastatin,Oral:,40 mg Tablet *Primary Health Care,C10AA01 ,,,,STREPTOKINASE,STREPTOKINASE,SIMVASTATIN,SIMVASTATIN,PO,['40.0MG'],['TABLET'],['40.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sirolimus,Oral:,0.5 mg Tablet ,S01XA23,,,,STREPTOKINASE,STREPTOKINASE,SIROLIMUS,SIROLIMUS,PO,['0.5MG'],['TABLET'],['0.5MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sirolimus,Oral:,1 mg Tablet ,S01XA23,,,,STREPTOKINASE,STREPTOKINASE,SIROLIMUS,SIROLIMUS,PO,['1.0MG'],['TABLET'],['1.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sodium ,Inj.:,0.9% (as Chloride) in 2 mL Ampul (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Sodium ,Inj.:,0.9% (as Chloride) in 2.5 mL Ampul (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Sodium ,Inj.:,0.9% (as Chloride) in 5 mL Ampul (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Sodium ,Inj.:,0.9% (as Chloride) in 10 mL Ampul (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Sodium ,Inj.:,0.9% (as Chloride) in 20 mL Ampul (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Sodium ,Inj.:,0.9% (as Chloride) in 50 mL Bottle/Bag (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Sodium ,Inj.:,0.9% (as Chloride) in 100 mL Bottle/Bag (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Sodium ,Inj.:,0.9% (as Chloride) in 200 mL Bottle/Bag (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Sodium ,Inj.:,0.9% (as Chloride) in 500 mL Bottle/Bag (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Sodium ,Inj.:,0.9% (as Chloride) in 1 L Bottle/Bag (IV infusion) *Primary Health Care,A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Sodium ,,"0.9% (as Chloride) in 1 L Bottle/Bag (For irrigation)Composed of:
Na+ = 154 mmol/L
Cl- = 154 mmol/L ",A12CA,,,,STREPTOKINASE,STREPTOKINASE,SODIUM,SODIUM,,"['154.0MMOL/1ML', '154.0MMOL/1ML', '154.0MMOL', '154.0MMOL']",['UNSPECIFIED'],"['154.0MMOL/1ML', '154.0MMOL/1ML', '154.0MMOL', '154.0MMOL']|['UNSPECIFIED']|UNSPECIFIED",,UNSPECIFIED,UNSPECIFIED
Sodium Bicarbonate,Oral:,325 mg Tablet ,B05CB04 ,,,,STREPTOKINASE,STREPTOKINASE,SODIUM BICARBONATE,SODIUM BICARBONATE,PO,['325.0MG'],['TABLET'],['325.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sodium Bicarbonate,Oral:,650 mg Tablet ,B05CB04 ,,,,STREPTOKINASE,STREPTOKINASE,SODIUM BICARBONATE,SODIUM BICARBONATE,PO,['650.0MG'],['TABLET'],['650.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Sodium Bicarbonate,Inj.:,1 mEq/mL in 10 mL Vial (Pediatric) ,B05CB04 ,,,,STREPTOKINASE,STREPTOKINASE,SODIUM BICARBONATE,SODIUM BICARBONATE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Sodium Bicarbonate,Inj.:,1 mEq/mL in 20 mL Ampul/Vial (Adult)(IV infusion) ,B05CB04 ,,,,STREPTOKINASE,STREPTOKINASE,SODIUM BICARBONATE,SODIUM BICARBONATE,INJ.,[],"['AMPUL', 'VIAL']","[]|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
