MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N
Peritoneal Dialysis Solution,,"Sterile Solution in 5 L Bottle/Bag + 2.5% Dextrose composed of (per L):
Glucose monohydrate = 16.5 g (equiv. to 15 g glucose)
Fructose = up to 0.75 g
Sodium chloride = 5.786 g
Sodium (S) - lactate solution (equiv. to 3.925 g sodium (S) - lactate) = 7.85 g
Calcium chloride dihydrate = 183.8 mg
Magnesium chloride hexahydrate = 101.7 mg ","B05DA (isotonic)
B05DB (hypertonic)",,,,STREPTOKINASE,STREPTOKINASE,PERITONEAL DIALYSIS SOLUTION,PERITONEAL DIALYSIS SOLUTION,
Peritoneal Dialysis Solution,,"Sterile Solution in 2 L Bottle/Bag + 4.25% Dextrose composed of (per L):
Glucose monohydrate = 16.5 g (equiv. to 15 g glucose)
Fructose = up to 0.75 g
Sodium chloride = 5.786 g
Sodium (S) - lactate solution (equiv. to 3.925 g sodium (S) - lactate) = 7.85 g
Calcium chloride dihydrate = 183.8 mg
Magnesium chloride hexahydrate = 101.7 mg ","B05DA (isotonic)
B05DB (hypertonic)",,,,STREPTOKINASE,STREPTOKINASE,PERITONEAL DIALYSIS SOLUTION,PERITONEAL DIALYSIS SOLUTION,
Peritoneal Dialysis Solution,,"Sterile Solution in 5 L Bottle/Bag + 4.25% Dextrose composed of (per L):
Glucose monohydrate = 16.5 g (equiv. to 15 g glucose)
Fructose = up to 0.75 g
Sodium chloride = 5.786 g
Sodium (S) - lactate solution (equiv. to 3.925 g sodium (S) - lactate) = 7.85 g
Calcium chloride dihydrate = 183.8 mg
Magnesium chloride hexahydrate = 101.7 mg ","B05DA (isotonic)
B05DB (hypertonic)",,,,STREPTOKINASE,STREPTOKINASE,PERITONEAL DIALYSIS SOLUTION,PERITONEAL DIALYSIS SOLUTION,
Permethrin,Topical:,1% Lotion in 125 mL Bottle *Primary Health Care,P03AC04 ,,,,STREPTOKINASE,STREPTOKINASE,PERMETHRIN,PERMETHRIN,TOP
Permethrin,Topical:,5% Shampoo in 30 mL Bottle (Crème rinse) *Primary Health Care,P03AC04 ,,,,STREPTOKINASE,STREPTOKINASE,PERMETHRIN,PERMETHRIN,TOP
Permethrin,Topical:,5% Shampoo in 60 mL Bottle (Crème rinse) *Primary Health Care,P03AC04 ,,,,STREPTOKINASE,STREPTOKINASE,PERMETHRIN,PERMETHRIN,TOP
Permethrin,Topical:,1% Lotion in 30 mL Bottle *Primary Health Care,P03AC04 ,,,,STREPTOKINASE,STREPTOKINASE,PERMETHRIN,PERMETHRIN,TOP
Permethrin,Topical:,1% Lotion in 60 mL Bottle *Primary Health Care,P03AC04 ,,,,STREPTOKINASE,STREPTOKINASE,PERMETHRIN,PERMETHRIN,TOP
Pethidine/Meperidine,Inj.:,"50 mg/mL (as Hydrochloride) in 2 mL Ampul (IM, IV, SC) ",N02AB02 ,,,,STREPTOKINASE,STREPTOKINASE,PETHIDINE/MEPERIDINE,PETHIDINE/MEPERIDINE,INJ.
Petrolatum/Petroleum,Topical:,Jelly in 25 g Jar USP Grade ,D02AX,,,,STREPTOKINASE,STREPTOKINASE,PETROLATUM/PETROLEUM,PETROLATUM/PETROLEUM,TOP
Petrolatum/Petroleum,Topical:,Jelly in 100 g Jar USP Grade ,D02AX,,,,STREPTOKINASE,STREPTOKINASE,PETROLATUM/PETROLEUM,PETROLATUM/PETROLEUM,TOP
Petrolatum/Petroleum,Topical:,Jelly in 200 g Jar USP Grade ,D02AX,,,,STREPTOKINASE,STREPTOKINASE,PETROLATUM/PETROLEUM,PETROLATUM/PETROLEUM,TOP
Phenobarbital,Oral:,15 mg Tablet ,N03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOBARBITAL,PHENOBARBITAL,PO
Phenobarbital,Oral:,30 mg Tablet ,N03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOBARBITAL,PHENOBARBITAL,PO
Phenobarbital,Oral:,60 mg Tablet ,N03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOBARBITAL,PHENOBARBITAL,PO
Phenobarbital,Oral:,90 mg Tablet ,N03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOBARBITAL,PHENOBARBITAL,PO
Phenobarbital,Inj.:,"120 mg/mL in 1 mL Ampul (IM, IV) ",N03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOBARBITAL,PHENOBARBITAL,INJ.
Phenobarbital,Inj.:,"130 mg/mL (as Sodium) in 1 mL Ampul (IM, IV) ",N03AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOBARBITAL,PHENOBARBITAL,INJ.
Phenoxymethyl Penicillin/Penicillin V,Oral:,250 mg (as Potassium) Tablet/Capsule *Primary Health Care,J01CE02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOXYMETHYL PENICILLIN/PENICILLIN V,PHENOXYMETHYL PENICILLIN/PENICILLIN V,PO
Phenoxymethyl Penicillin/Penicillin V,Oral:,500 mg (as Potassium) Tablet/Capsule *Primary Health Care,J01CE02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOXYMETHYL PENICILLIN/PENICILLIN V,PHENOXYMETHYL PENICILLIN/PENICILLIN V,PO
Phenoxymethyl Penicillin/Penicillin V,Oral:,250 mg/5 mL (as Potassium) Granules/powder for syrup/suspension in 60 mL *Primary Health Care,J01CE02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENOXYMETHYL PENICILLIN/PENICILLIN V,PHENOXYMETHYL PENICILLIN/PENICILLIN V,PO
Phenylephrine,Ophthalmic:,2.5% (as Hydrochloride) Ophthalmic drop solution in 5 mL ,R01AB01 ,,,,STREPTOKINASE,STREPTOKINASE,PHENYLEPHRINE,PHENYLEPHRINE,OPHTHALMIC
Phenytoin,Oral:,100 mg (as Sodium) Tablet ,N03AB02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENYTOIN,PHENYTOIN,PO
Phenytoin,Oral:,30 mg/5 mL (as Sodium) Suspension in 120 mL ,N03AB02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENYTOIN,PHENYTOIN,PO
Phenytoin,Oral:,125 mg/5 mL (as Sodium) Suspension in 120 mL ,N03AB02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENYTOIN,PHENYTOIN,PO
Phenytoin,Inj.:,50 mg/ mL (as Sodium) in 2 mL Ampul (IV) ,N03AB02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENYTOIN,PHENYTOIN,INJ.
Phenytoin,Inj.:,50 mg/ mL (as Sodium) in 5 mL Ampul (IV) ,N03AB02 ,,,,STREPTOKINASE,STREPTOKINASE,PHENYTOIN,PHENYTOIN,INJ.
Phospholipid fraction from bovine lung,Inj.:,45 mg/mL (54 mg/1.2 mL) Lyophilized powder for suspension (Intratracheal administration) ,R07AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PHOSPHOLIPID FRACTION FROM BOVINE LUNG,PHOSPHOLIPID FRACTION FROM BOVINE LUNG,INJ.
Physostigmine,Inj.:,"1 mg/mL (as Salicylate) in 2 mL Ampul (IM, IV) ",V03AB19 ,,,,STREPTOKINASE,STREPTOKINASE,PHYSOSTIGMINE,PHYSOSTIGMINE,INJ.
Phytomenadione/Phytonadione/Vitamin K1,Oral/Inj.:,"2 mg/0.2 mL Ampul (IM, IV, PO)(Pediatric)(As mixed micelle) *Primary Health Care",B02BA01,,,,STREPTOKINASE,STREPTOKINASE,PHYTOMENADIONE/PHYTONADIONE/VITAMIN K1,PHYTOMENADIONE/PHYTONADIONE/VITAMIN K1,ORAL/INJ.
Phytomenadione/Phytonadione/Vitamin K1,Inj.:,"10 mg/mL in 1 mL Ampul (IM, IV, SC)(As aqueous colloidal solution with benzyl alcohol) *Primary Health Care",B02BA01,,,,STREPTOKINASE,STREPTOKINASE,PHYTOMENADIONE/PHYTONADIONE/VITAMIN K1,PHYTOMENADIONE/PHYTONADIONE/VITAMIN K1,INJ.
Phytomenadione/Phytonadione/Vitamin K1,Inj.:,"10 mg/mL in 1 mL Ampul (IM, IV, SC)(As mixed micelle) *Primary Health Care",B02BA01,,,,STREPTOKINASE,STREPTOKINASE,PHYTOMENADIONE/PHYTONADIONE/VITAMIN K1,PHYTOMENADIONE/PHYTONADIONE/VITAMIN K1,INJ.
Pilocarpine,Ophthalmic:,1% (as Hydrochloride) Ophthalmic drop solution in 10 mL ,S01EB01 ,,,,STREPTOKINASE,STREPTOKINASE,PILOCARPINE,PILOCARPINE,OPHTHALMIC
Pilocarpine,Ophthalmic:,1% (as Hydrochloride) Ophthalmic drop solution in 15 mL ,S01EB01 ,,,,STREPTOKINASE,STREPTOKINASE,PILOCARPINE,PILOCARPINE,OPHTHALMIC
Pilocarpine,Ophthalmic:,2% (as Hydrochloride) Ophthalmic drop solution in 10 mL ,S01EB01 ,,,,STREPTOKINASE,STREPTOKINASE,PILOCARPINE,PILOCARPINE,OPHTHALMIC
Pilocarpine,Ophthalmic:,2% (as Hydrochloride) Ophthalmic drop solution in 15 mL ,S01EB01 ,,,,STREPTOKINASE,STREPTOKINASE,PILOCARPINE,PILOCARPINE,OPHTHALMIC
Piperacillin + Tazobactam,Inj.:,2 g + 250 mg (as Sodium) Vial (IV infusion) ,J01CR05,,,,STREPTOKINASE,STREPTOKINASE,PIPERACILLIN + TAZOBACTAM,PIPERACILLIN + TAZOBACTAM,INJ.
Piperacillin + Tazobactam,Inj.:,4 g + 500 mg (as Sodium) Vial (IV infusion) ,J01CR05,,,,STREPTOKINASE,STREPTOKINASE,PIPERACILLIN + TAZOBACTAM,PIPERACILLIN + TAZOBACTAM,INJ.
Pneumococcal Conjugate Vaccine,Inj.:,10-valent (2 mL) Suspension for IM injection in 3 mL Multidose vial (IM) ,J07AL02 ,,,,STREPTOKINASE,STREPTOKINASE,PNEUMOCOCCAL CONJUGATE VACCINE,PNEUMOCOCCAL CONJUGATE VACCINE,INJ.
Pneumococcal Conjugate Vaccine,Inj.:,"13-valent 0.5 mL single dose, Suspension for IM injection in 0.5 mL Pre-filled syringe (IM) ",J07AL02 ,,,,STREPTOKINASE,STREPTOKINASE,PNEUMOCOCCAL CONJUGATE VACCINE,PNEUMOCOCCAL CONJUGATE VACCINE,INJ.
Pneumococcal Conjugate Vaccine,Inj.:,13-valent Suspension for IM injection in 2 mL Multidose vial (IM) ,J07AL02 ,,,,STREPTOKINASE,STREPTOKINASE,PNEUMOCOCCAL CONJUGATE VACCINE,PNEUMOCOCCAL CONJUGATE VACCINE,INJ.
Pneumococcal Polyvalent Vaccine,Inj.:,"25 mcg/0.5 mL Solution for injection in 0.5 mL Pre-filled syringe/Single dose vial (IM, SC)(Polysaccharide from each capsular type) ",J07AL01 ,,,,STREPTOKINASE,STREPTOKINASE,PNEUMOCOCCAL POLYVALENT VACCINE,PNEUMOCOCCAL POLYVALENT VACCINE,INJ.
Pneumococcal Polyvalent Vaccine,Inj.:,"25 mcg/0.5 mL Solution for injection in 2.5 mL Multidose vial (IM, SC) ",J07AL01 ,,,,STREPTOKINASE,STREPTOKINASE,PNEUMOCOCCAL POLYVALENT VACCINE,PNEUMOCOCCAL POLYVALENT VACCINE,INJ.
Polymyxin B *Reserve antimicrobial,Inj.:,"500,000 IU (as Sulfate) Powder for solution for injection in 5 mL Vial (Intrathecal, IM, IV) ",A07AA05 ,,,,STREPTOKINASE,STREPTOKINASE,POLYMYXIN B RESERVE ANTIMICROBIAL,POLYMYXIN B RESERVE ANTIMICROBIAL,INJ.
Poractant alfa,Inj.:,80 mg/mL Sterile Suspension in 1.5 mL Vial (Intratracheal/Intrabronchial) ,R07AA ,,,,STREPTOKINASE,STREPTOKINASE,PORACTANT ALFA,PORACTANT ALFA,INJ.
Poractant alfa,Inj.:,80 mg/mL Sterile Suspension in 3 mL Vial (Intratracheal/Intrabronchial) ,R07AA ,,,,STREPTOKINASE,STREPTOKINASE,PORACTANT ALFA,PORACTANT ALFA,INJ.
Potassium,Oral:,10 mEq (as Citrate) Tablet ,A12BA,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM,POTASSIUM,PO
Potassium,Oral:,1620 mg (15 mEq) Tablet ,A12BA,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM,POTASSIUM,PO
Potassium Chloride,Oral:,600 mg Tablet *Primary Health Care,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,PO
Potassium Chloride,Oral:,750 mg (equiv. to approximately 10 mEq potassium) Durules *Primary Health Care,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,PO
Potassium Chloride,Inj.:,1 mmol/mL (as Chloride) Syrup in 30 mL *Primary Health Care,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,INJ.
Potassium Chloride,Inj.:,1 mmol/mL (as Chloride) Syrup in 60 mL *Primary Health Care,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,INJ.
Potassium Chloride,Inj.:,2 mEq/mL in 2 mL Ampul (IV infusion) ,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,INJ.
Potassium Chloride,Inj.:,2 mEq/mL in 5 mL Ampul (IV infusion) ,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,INJ.
Potassium Chloride,Inj.:,2 mEq/mL in 10 mL Vial (IV infusion) ,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,INJ.
Potassium Chloride,Inj.:,2 mEq/mL in 20 mL Vial (IV infusion) ,A12BA01 ,,,,STREPTOKINASE,STREPTOKINASE,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,INJ.
Povidone iodine,Oral antiseptic:,1% in 60 mL Bottle *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,ORAL ANTISEPTIC
Povidone iodine,Oral antiseptic:,1% in 120 mL Bottle *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,ORAL ANTISEPTIC
Povidone iodine,Oral antiseptic:,1% in 240 mL Bottle ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,ORAL ANTISEPTIC
Povidone iodine,Topical:,10% Ointment in 5 g Tube *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Ointment in 15 g Tube *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Ointment in 30 g Tube ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Paint in 10 mL Bottle *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Solution in 15 mL Bottle ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Solution in 30 mL Bottle ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Solution in 60 mL Bottle *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Solution in 120 mL Bottle *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Solution in 1 L Bottle ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,10% Solution in 1 Gallon Bottle ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,7.5% in 60 mL Bottle (Surgical skin cleanser) *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,7.5% in 120 mL Bottle (Surgical skin cleanser) *Primary Health Care,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,7.5% in 480 mL Bottle (Surgical skin cleanser) ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,7.5% in 1 L Bottle (Surgical skin cleanser) ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Povidone iodine,Topical:,7.5% in 1 Gallon Bottle (Surgical skin cleanser) ,D08AG02 ,,,,STREPTOKINASE,STREPTOKINASE,POVIDONE IODINE,POVIDONE IODINE,TOP
Pralidoxime Chloride,Inj.:,50 mg/mL in 20 mL Vial (IV) ,V03AB04 ,,,,STREPTOKINASE,STREPTOKINASE,PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE,INJ.
Praziquantel,Oral:,600 mg Tablet (Available under DOH program) *Primary Health Care,P02BA01 ,,,,STREPTOKINASE,STREPTOKINASE,PRAZIQUANTEL,PRAZIQUANTEL,PO
Prednisolone,Oral:,15 mg/5 mL (as Sodium phosphate) Syrup in 60 mL ,H02AB06 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISOLONE,PREDNISOLONE,PO
Prednisolone,Ophthalmic:,0.5% (as Acetate) Ophthalmic drop suspension in 5 mL ,H02AB06 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISOLONE,PREDNISOLONE,OPHTHALMIC
Prednisolone,Ophthalmic:,1% (as Acetate) Ophthalmic drop suspension in 5 mL ,H02AB06 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISOLONE,PREDNISOLONE,OPHTHALMIC
Prednisone,Oral:,5 mg Tablet *Primary Health Care,H02AB07 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISONE,PREDNISONE,PO
Prednisone,Oral:,10 mg Tablet *Primary Health Care,H02AB07 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISONE,PREDNISONE,PO
Prednisone,Oral:,20 mg Tablet *Primary Health Care,H02AB07 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISONE,PREDNISONE,PO
Prednisone,Oral:,10 mg/5 mL Suspension in 60 mL *Primary Health Care,H02AB07 ,,,,STREPTOKINASE,STREPTOKINASE,PREDNISONE,PREDNISONE,PO
Primaquine,Oral:,26.3 mg (15 mg base) Tablet *Primary Health Care,P01BA03 ,,,,STREPTOKINASE,STREPTOKINASE,PRIMAQUINE,PRIMAQUINE,PO
Propofol,Inj.:,10 mg/mL in 20 mL Ampul (IV) ,N01AX10,,,,STREPTOKINASE,STREPTOKINASE,PROPOFOL,PROPOFOL,INJ.
Propofol,Inj.:,10 mg/mL in 50 mL Pre-filled syringe (IV) ,N01AX10,,,,STREPTOKINASE,STREPTOKINASE,PROPOFOL,PROPOFOL,INJ.
Propofol,Inj.:,10 mg/mL in 20 mL Vial (IV) ,N01AX10,,,,STREPTOKINASE,STREPTOKINASE,PROPOFOL,PROPOFOL,INJ.
Propofol,Inj.:,10 mg/mL in 50 mL Vial (IV) ,N01AX10,,,,STREPTOKINASE,STREPTOKINASE,PROPOFOL,PROPOFOL,INJ.
Propranolol,Oral:,10 mg (as Hydrochloride) Tablet ,C07AA05 ,,,,STREPTOKINASE,STREPTOKINASE,PROPRANOLOL,PROPRANOLOL,PO
Propranolol,Oral:,40 mg (as Hydrochloride) Tablet ,C07AA05 ,,,,STREPTOKINASE,STREPTOKINASE,PROPRANOLOL,PROPRANOLOL,PO
Propylthiouracyl,Oral:,50 mg Tablet ,H03BA02 ,,,,STREPTOKINASE,STREPTOKINASE,PROPYLTHIOURACYL,PROPYLTHIOURACYL,PO
Protamine Sulfate,Inj.:,10 mg/mL in 5 mL Ampul (IV) ,V03AB14 ,,,,STREPTOKINASE,STREPTOKINASE,PROTAMINE SULFATE,PROTAMINE,INJ.
Protamine Sulfate,Inj.:,10 mg/mL in 25 mL Ampul (IV) ,V03AB14 ,,,,STREPTOKINASE,STREPTOKINASE,PROTAMINE SULFATE,PROTAMINE,INJ.
Prothionamide,Oral:,250 mg Film-coated tablet ,J04AD01 ,,,,STREPTOKINASE,STREPTOKINASE,PROTHIONAMIDE,PROTHIONAMIDE,PO
Proxymetacaine/Proparacaine,Ophthalmic:,0.5% (as Hydrochloride) Ophthalmic drop solution in 5 mL ,S01HA04 ,,,,STREPTOKINASE,STREPTOKINASE,PROXYMETACAINE/PROPARACAINE,PROXYMETACAINE/PROPARACAINE,OPHTHALMIC
Proxymetacaine/Proparacaine,Ophthalmic:,0.5% (as Hydrochloride) Ophthalmic drop solution in 15 mL ,S01HA04 ,,,,STREPTOKINASE,STREPTOKINASE,PROXYMETACAINE/PROPARACAINE,PROXYMETACAINE/PROPARACAINE,OPHTHALMIC
Pyrazinamide,Oral:,500 mg Tablet *Primary Health Care,J04AK01 ,,,,STREPTOKINASE,STREPTOKINASE,PYRAZINAMIDE,PYRAZINAMIDE,PO
Pyrazinamide,Oral:,250 mg/5 mL Suspension in 120 mL *Primary Health Care,J04AK01 ,,,,STREPTOKINASE,STREPTOKINASE,PYRAZINAMIDE,PYRAZINAMIDE,PO
Pyrazinamide,Oral:,500 mg/5 mL Suspension in 120 mL *Primary Health Care,J04AK01 ,,,,STREPTOKINASE,STREPTOKINASE,PYRAZINAMIDE,PYRAZINAMIDE,PO
Pyridostigmine,Oral:,60 mg (as Bromide) Tablet ,N07AA02 ,,,,STREPTOKINASE,STREPTOKINASE,PYRIDOSTIGMINE,PYRIDOSTIGMINE,PO
Pyridoxine/Vitamin B6,Oral:,100 mg (as Hydrochloride) Tablet ,A11HA02,,,,STREPTOKINASE,STREPTOKINASE,PYRIDOXINE/VITAMIN B6,PYRIDOXINE/VITAMIN B6,PO
Pyrimethamine,Oral:,25 mg Tablet ,P01BD01 ,,,,STREPTOKINASE,STREPTOKINASE,PYRIMETHAMINE,PYRIMETHAMINE,PO
Pyrimethamine,Oral:,75 mg Tablet ,P01BD01 ,,,,STREPTOKINASE,STREPTOKINASE,PYRIMETHAMINE,PYRIMETHAMINE,PO
Quetiapine,Oral:,25 mg (as Fumarate) Tablet ,N05AH04 ,,,,STREPTOKINASE,STREPTOKINASE,QUETIAPINE,QUETIAPINE,PO
Quetiapine,Oral:,100 mg (as Fumarate) Tablet ,N05AH04 ,,,,STREPTOKINASE,STREPTOKINASE,QUETIAPINE,QUETIAPINE,PO
Quetiapine,Oral:,200 mg (as Fumarate) Tablet ,N05AH04 ,,,,STREPTOKINASE,STREPTOKINASE,QUETIAPINE,QUETIAPINE,PO
Quetiapine,Oral:,300 mg (as Fumarate) Tablet ,N05AH04 ,,,,STREPTOKINASE,STREPTOKINASE,QUETIAPINE,QUETIAPINE,PO
Quinine,Oral:,325 mg Tablet ,P01BC01 ,,,,STREPTOKINASE,STREPTOKINASE,QUININE,QUININE,PO
Quinine,Inj.:,300 mg (as Sulfate) Tablet ,P01BC01 ,,,,STREPTOKINASE,STREPTOKINASE,QUININE,QUININE,INJ.
Quinine,Inj.:,300 mg/mL (as Dihydrochloride) in 1 mL Ampul (IV) ,P01BC01 ,,,,STREPTOKINASE,STREPTOKINASE,QUININE,QUININE,INJ.
Quinine,Inj.:,250 mg/mL (as Dihydrochloride) in 1 mL Ampul (IV) ,P01BC01 ,,,,STREPTOKINASE,STREPTOKINASE,QUININE,QUININE,INJ.
Rabeprazole ,Oral:,10 mg (as Sodium) Tablet ,A02BC04,,,,STREPTOKINASE,STREPTOKINASE,RABEPRAZOLE,RABEPRAZOLE,PO
Rabeprazole ,Oral:,20 mg (as Sodium) Tablet ,A02BC04,,,,STREPTOKINASE,STREPTOKINASE,RABEPRAZOLE,RABEPRAZOLE,PO
"Rabies (Chick Embryo - purified, inactivated) Vaccine",Inj.:,"2.5 IU/mL Lyophilized powder in 1 Dose vial + 1 mL diluent (ID, IM) *Primary Health Care",J07BG01 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES (CHICK EMBRYO - PURIFIED INACTIVATED) VACCINE,RABIES (CHICK EMBRYO - PURIFIED INACTIVATED) VACCINE,INJ.
Rabies (Vero Cell - purified) Vaccine,Inj.:,"2.5 IU/mL Lyophilized powder in 0.5 mL Vial + Diluent (ID, IM) *Primary Health Care",J07BG01 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES (VERO CELL - PURIFIED) VACCINE,RABIES (VERO CELL - PURIFIED) VACCINE,INJ.
Rabies (Vero Cell - purified) Vaccine,Inj.:,2.5 IU/mL Suspension in 1 mL Vial (IM) *Primary Health Care,J07BG01 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES (VERO CELL - PURIFIED) VACCINE,RABIES (VERO CELL - PURIFIED) VACCINE,INJ.
Rabies Immunoglobulin (Human),Inj.:,150 IU/mL in 2 mL Vial (IM) *Primary Health Care,J06BB05 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES IMMUNOGLOBULIN (HUMAN),RABIES IMMUNOGLOBULIN (HUMAN),INJ.
Rabies Immunoglobulin (Human),Inj.:,150 IU/mL in 5 mL Vial (IM) *Primary Health Care,J06BB05 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES IMMUNOGLOBULIN (HUMAN),RABIES IMMUNOGLOBULIN (HUMAN),INJ.
Rabies Immunoglobulin (Human),Inj.:,150 IU/mL in 2 mL Ampul (IM) *Primary Health Care,J06BB05 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES IMMUNOGLOBULIN (HUMAN),RABIES IMMUNOGLOBULIN (HUMAN),INJ.
Rabies Immunoglobulin (Human),Inj.:,150 IU/mL in 5 mL Ampul (IM) *Primary Health Care,J06BB05 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES IMMUNOGLOBULIN (HUMAN),RABIES IMMUNOGLOBULIN (HUMAN),INJ.
Rabies Immunoglobulin (Human),Inj.:,150 IU/mL in 10 mL Ampul (IM) *Primary Health Care,J06BB05 ,,,,STREPTOKINASE,STREPTOKINASE,RABIES IMMUNOGLOBULIN (HUMAN),RABIES IMMUNOGLOBULIN (HUMAN),INJ.
Ranitidine,Oral:,150 mg (as Hydrochloride) Tablet ,A02BA02 ,,,,STREPTOKINASE,STREPTOKINASE,RANITIDINE,RANITIDINE,PO
Ranitidine,Oral:,300 mg (as Hydrochloride) Tablet ,A02BA02 ,,,,STREPTOKINASE,STREPTOKINASE,RANITIDINE,RANITIDINE,PO
Ranitidine,Oral:,75 mg/5 mL (as Hydrochloride) Syrup in 60 mL ,A02BA02 ,,,,STREPTOKINASE,STREPTOKINASE,RANITIDINE,RANITIDINE,PO
Ranitidine,Oral:,75 mg/5 mL (as Hydrochloride) Syrup in 150 mL ,A02BA02 ,,,,STREPTOKINASE,STREPTOKINASE,RANITIDINE,RANITIDINE,PO
